"","State","Date","Deaths","Confirmed","Recovered","Active","Population","Deaths.per.capita","Confirmed.per.capita","Active.per.capita","Name"
"497","Arkansas",2020-03-28,5,409,0,404,3017804,1.65683390969062e-06,0.000135529013812693,0.000133872179903002,"Arkansas"
"498","Arkansas",2020-04-18,38,1744,0,1706,3017804,1.25919377136487e-05,0.000577903667700089,0.00056531172998644,"Arkansas"
"499","Arkansas",2020-05-04,80,3491,0,3411,3017804,2.650934255505e-05,0.00115680143574599,0.00113029209319094,"Arkansas"
"500","Arkansas",2020-06-01,133,7443,0,7310,3017804,4.40717819977706e-05,0.00246636295796546,0.00242229117596769,"Arkansas"
"501","Arkansas",2020-05-06,87,3611,0,3524,3017804,2.88289100286168e-05,0.00119656544957857,0.00116773653954995,"Arkansas"
"502","Arkansas",2020-03-30,7,473,0,466,3017804,2.31956747356687e-06,0.000156736487856733,0.000154416920383166,"Arkansas"
"503","Arkansas",2020-03-24,2,219,0,217,3017804,6.62733563876249e-07,7.25693252444493e-05,7.1906591680573e-05,"Arkansas"
"504","Arkansas",2020-05-22,113,5612,0,5499,3017804,3.74444463590081e-05,0.00185963038023675,0.00182218593387775,"Arkansas"
"505","Arkansas",2020-05-26,119,6180,0,6061,3017804,3.94326470506368e-05,0.00204784671237761,0.00200841406532697,"Arkansas"
"506","Arkansas",2020-07-02,279,22075,0,21796,3017804,9.24513321607368e-05,0.0073149217112841,0.00722247037912336,"Arkansas"
"507","Arkansas",2020-05-19,102,4923,0,4821,3017804,3.37994117576887e-05,0.00163131866748139,0.0015975192557237,"Arkansas"
"508","Arkansas",2020-07-20,363,33927,0,33564,3017804,0.000120286141843539,0.0112422808108148,0.0111219946689712,"Arkansas"
"509","Arkansas",2020-05-07,87,3703,0,3616,3017804,2.88289100286168e-05,0.00122705119351688,0.00119822228348826,"Arkansas"
"510","Arkansas",2020-07-07,301,24512,0,24211,3017804,9.97414013633755e-05,0.00812246255886731,0.00802272115750393,"Arkansas"
"511","Arkansas",2020-04-17,37,1695,0,1658,3017804,1.22605709317106e-05,0.000561666695385121,0.00054940612445341,"Arkansas"
"512","Arkansas",2020-05-28,125,6538,0,6413,3017804,4.14208477422656e-05,0.00216647602031146,0.00212505517256919,"Arkansas"
"513","Arkansas",2020-04-19,39,1781,0,1742,3017804,1.29233044955869e-05,0.0005901642386318,0.000577240934136213,"Arkansas"
"514","Arkansas",2020-07-09,309,26052,0,25743,3017804,0.00010239233561888,0.00863276740305202,0.00853037506743314,"Arkansas"
"515","Arkansas",2020-05-09,88,3747,0,3659,3017804,2.9160276810555e-05,0.00124163133192215,0.0012124710551116,"Arkansas"
"516","Arkansas",2020-06-19,214,14631,0,14417,3017804,7.09124913347586e-05,0.0048482273865367,0.00477731489520194,"Arkansas"
"517","Arkansas",2020-06-18,208,13928,0,13720,3017804,6.89242906431299e-05,0.0046152765388342,0.00454635224819107,"Arkansas"
"518","Arkansas",2020-03-29,6,426,0,420,3017804,1.98820069162875e-06,0.000141162249105641,0.000139174048414012,"Arkansas"
"519","Arkansas",2020-06-25,240,18062,0,17822,3017804,7.95280276651499e-05,0.00598514681536641,0.00590561878770126,"Arkansas"
"520","Arkansas",2020-04-04,14,743,0,729,3017804,4.63913494713374e-06,0.000246205518980027,0.000241566384032893,"Arkansas"
"521","Arkansas",2020-04-16,37,1620,0,1583,3017804,1.22605709317106e-05,0.000536814186739762,0.000524553615808051,"Arkansas"
"522","Arkansas",2020-06-20,224,15142,0,14918,3017804,7.42261591541399e-05,0.00501755581210708,0.00494332965295294,"Arkansas"
"523","Arkansas",2020-05-27,120,6277,0,6157,3017804,3.97640138325749e-05,0.00207998929022561,0.00204022527639303,"Arkansas"
"524","Arkansas",2020-06-11,171,10816,0,10645,3017804,5.66637197114193e-05,0.00358406311344275,0.00352739939373134,"Arkansas"
"525","Arkansas",2020-04-22,42,2276,0,2234,3017804,1.39174048414012e-05,0.000754190795691171,0.00074027339084977,"Arkansas"
"526","Arkansas",2020-03-14,0,12,0,12,3017804,0,3.97640138325749e-06,3.97640138325749e-06,"Arkansas"
"527","Arkansas",2020-05-08,88,3747,0,3659,3017804,2.9160276810555e-05,0.00124163133192215,0.0012124710551116,"Arkansas"
"528","Arkansas",2020-04-05,16,837,0,821,3017804,5.30186851100999e-06,0.00027735399648221,0.0002720521279712,"Arkansas"
"529","Arkansas",2020-06-30,270,20777,0,20507,3017804,8.94690311232936e-05,0.00688480762832841,0.00679533859720512,"Arkansas"
"530","Arkansas",2020-04-02,12,643,0,631,3017804,3.97640138325749e-06,0.000213068840786214,0.000209092439402957,"Arkansas"
"531","Arkansas",2020-03-17,0,22,0,22,3017804,0,7.29006920263874e-06,7.29006920263874e-06,"Arkansas"
"532","Arkansas",2020-05-18,100,4813,0,4713,3017804,3.31366781938125e-05,0.00159486832146819,0.00156173164327438,"Arkansas"
"533","Arkansas",2020-04-28,57,3127,0,3070,3017804,1.88879065704731e-05,0.00103618392712052,0.00101729602055004,"Arkansas"
"534","Arkansas",2020-03-11,0,1,0,1,3017804,0,3.31366781938125e-07,3.31366781938125e-07,"Arkansas"
"535","Arkansas",2020-06-04,151,8425,0,8274,3017804,5.00363840726568e-05,0.0027917651378287,0.00274172875375604,"Arkansas"
"536","Arkansas",2020-07-01,277,21197,0,20920,3017804,9.17885985968605e-05,0.00702398167674243,0.00693219307814557,"Arkansas"
"537","Arkansas",2020-07-18,357,32533,0,32176,3017804,0.00011829794115191,0.010780355516793,0.0106620575756411,"Arkansas"
"538","California",2020-07-12,7051,324543,0,317492,39512223,0.00017845110866073,0.00821373679734496,0.00803528568868423,"California"
"539","California",2020-07-04,6334,252895,0,246561,39512223,0.000160304825167645,0.00640042449649062,0.00624011967132297,"California"
"540","California",2020-07-05,6373,264681,0,258308,39512223,0.000161291861508273,0.00669871194035324,0.00653742007884497,"California"
"541","California",2020-05-29,4077,106622,0,102545,39512223,0.000103183260531811,0.00269845612078065,0.00259527286024884,"California"
"542","California",2020-05-08,2613,63779,0,61166,39512223,6.61314348220802e-05,0.00161415873766454,0.00154802730284246,"California"
"543","California",2020-03-30,146,7138,0,6992,39512223,3.69505912132557e-06,0.000180652958959054,0.000176957899837729,"California"
"544","California",2020-07-02,6265,246550,0,240285,39512223,0.000158558530103457,0.00623984127645767,0.00608128274635421,"California"
"545","California",2020-05-28,3993,103813,0,99820,39512223,0.000101057336105842,0.00262736419563131,0.00252630685952547,"California"
"546","California",2020-07-14,7250,346211,0,338961,39512223,0.000183487524860345,0.00876212406474827,0.00857863653988792,"California"
"547","California",2020-06-28,5932,215296,0,209364,39512223,0.00015013075827194,0.00544884553825281,0.00529871477998087,"California"
"548","California",2020-06-07,4632,130615,0,125983,39512223,0.000117229546917672,0.00330568593925986,0.00318845639234219,"California"
"549","California",2020-03-13,4,282,6,272,39512223,1.01234496474673e-07,7.13703200146446e-06,6.88394576027778e-06,"California"
"550","California",2020-06-21,5515,178546,0,173031,39512223,0.000139577062014456,0.00451875360189175,0.00437917653987729,"California"
"551","California",2020-04-02,238,10773,0,10535,39512223,6.02345254024305e-06,0.000272649807630414,0.00026662635509017,"California"
"552","California",2020-06-01,4217,114733,0,110516,39512223,0.000106726467908424,0.00290373437100717,0.00279700790309874,"California"
"553","California",2020-05-22,3666,90252,0,86586,39512223,9.2781416019038e-05,0.00228415394395805,0.00219137252793901,"California"
"554","California",2020-05-16,3208,78725,0,75517,39512223,8.11900661726879e-05,0.00199242143374216,0.00191123136756947,"California"
"555","California",2020-06-06,4607,128593,0,123986,39512223,0.000116596831314705,0.00325451190129191,0.00313791506997721,"California"
"556","California",2020-04-14,767,25356,0,24589,39512223,1.94117146990186e-05,0.000641725473152953,0.000622313758453935,"California"
"557","California",2020-07-06,6441,271035,0,264594,39512223,0.000163012847948342,0.00685952293800326,0.00669651009005492,"California"
"558","California",2020-07-11,7027,318761,0,311734,39512223,0.000177843701681882,0.00806740233269082,0.00788955863100894,"California"
"559","California",2020-06-18,5355,167086,0,161731,39512223,0.000135527682155469,0.00422871676949181,0.00409318908733634,"California"
"560","California",2020-06-20,5494,175213,0,169719,39512223,0.000139045580907964,0.00443439995770423,0.00429535437679626,"California"
"561","California",2020-06-13,5076,150018,0,144942,39512223,0.00012846657602636,0.00379674917303438,0.00366828259700802,"California"
"562","California",2020-05-18,3279,81457,0,78178,39512223,8.29869784851133e-05,0.00206156459483436,0.00197857761634925,"California"
"563","California",2020-07-09,6859,302484,0,295625,39512223,0.000173591852829946,0.00765545385791126,0.00748186200508131,"California"
"564","California",2020-07-18,7702,380745,0,373043,39512223,0.000194927022961983,0.00963613209006236,0.00944120506710037,"California"
"565","California",2020-04-05,348,15034,0,14686,39512223,8.80740119329657e-06,0.000380489855000059,0.000371682453806763,"California"
"566","California",2020-04-12,640,22795,0,22155,39512223,1.61975194359477e-05,0.000576910086785044,0.000560712567349096,"California"
"567","California",2020-03-04,1,35,2,32,39512223,2.53086241186683e-08,8.8580184415339e-07,8.09875971797385e-07,"California"
"568","California",2020-05-17,3240,80166,0,76926,39512223,8.19999421444853e-05,0.00202889116109716,0.00194689121895268,"California"
"569","California",2020-03-07,1,82,2,79,39512223,2.53086241186683e-08,2.0753071777308e-06,1.99938130537479e-06,"California"
"570","California",2020-03-16,7,557,6,544,39512223,1.77160368830678e-07,1.40969036340982e-05,1.37678915205556e-05,"California"
"571","California",2020-04-24,1621,41355,0,39734,39512223,4.10252796963613e-05,0.00104663815042753,0.00100561287073117,"California"
"572","California",2020-04-15,860,26686,0,25826,39512223,2.17654167420547e-05,0.000675385943230782,0.000653620526488727,"California"
"573","California",2020-03-01,0,12,2,10,39512223,0,3.0370348942402e-07,2.53086241186683e-07,"California"
"574","California",2020-05-01,2126,52026,0,49900,39512223,5.38061348762888e-05,0.00131670647839784,0.00126290034352155,"California"
"575","California",2020-03-21,24,1364,0,1340,39512223,6.07406978848039e-07,3.45209632978635e-05,3.39135563190155e-05,"California"
"576","California",2020-06-08,4657,133816,0,129159,39512223,0.000117862262520638,0.00338669884506372,0.00326883658254308,"California"
"577","California",2020-04-01,199,9399,0,9200,39512223,5.03641619961499e-06,0.000237875758091363,0.000232839341891748,"California"
"578","California",2020-06-16,5200,158961,0,153761,39512223,0.000131604845417075,0.00402308419852763,0.00389147935311056,"California"
"579","California",2020-07-17,7603,373259,0,365656,39512223,0.000192421469174235,0.00944667172991001,0.00925425026073577,"California"
"580","California",2020-07-10,6955,310885,0,303930,39512223,0.000176021480745338,0.00786807160913219,0.00769205012838685,"California"
"581","California",2020-03-08,1,98,2,95,39512223,2.53086241186683e-08,2.48024516362949e-06,2.40431929127349e-06,"California"
"582","California",2020-04-04,289,12837,0,12548,39512223,7.31419237029514e-06,0.000324886807811345,0.00031757261544105,"California"
"583","California",2020-05-04,2278,55884,0,53606,39512223,5.76530457423264e-05,0.00141434715024766,0.00135669410450533,"California"
"584","California",2020-06-17,5271,162798,0,157527,39512223,0.000133401757729501,0.00412019338927096,0.00398679163154146,"California"
"585","California",2020-05-15,3136,76693,0,73557,39512223,7.93678452361438e-05,0.00194099430953303,0.00186162646429688,"California"
"586","California",2020-07-08,6718,292560,0,285842,39512223,0.000170023336829214,0.0074042910721576,0.00723426773532838,"California"
"587","California",2020-03-17,12,698,6,680,39512223,3.0370348942402e-07,1.76654196348305e-05,1.72098644006944e-05,"California"
"588","California",2020-05-25,3769,96400,0,92631,39512223,9.53882043032608e-05,0.00243975136503962,0.00234436316073636,"California"
"589","California",2020-04-28,1864,46164,0,44300,39512223,4.71752753571977e-05,0.0011683473238142,0.00112117204845701,"California"
"590","California",2020-04-16,956,27677,0,26721,39512223,2.41950446574469e-05,0.000700466789732382,0.000676271745074935,"California"
"591","California",2020-06-12,4978,146659,0,141681,39512223,0.000125986330862731,0.00371173750461977,0.00358575117375704,"California"
"592","California",2020-07-20,7770,397870,0,390100,39512223,0.000196648009402053,0.0100695422780946,0.0098728942686925,"California"
"593","California",2020-04-23,1533,39561,0,38028,39512223,3.87981207739185e-05,0.00100123447875864,0.000962436357984718,"California"
"594","California",2020-05-30,4144,109895,0,105751,39512223,0.000104878938347761,0.00278129124752105,0.00267641230917329,"California"
"595","California",2020-03-03,0,25,2,23,39512223,0,6.32715602966707e-07,5.82098354729371e-07,"California"
"596","California",2020-03-12,4,221,6,211,39512223,1.01234496474673e-07,5.59320593022569e-06,5.34011968903901e-06,"California"
"597","California",2020-05-07,2535,62148,0,59613,39512223,6.41573621408241e-05,0.001572880371727,0.00150872300958617,"California"
"598","California",2020-04-11,604,21706,0,21102,39512223,1.52864089676756e-05,0.000549348995119814,0.000534062586152138,"California"
"599","California",2020-03-20,23,1177,0,1154,39512223,5.82098354729371e-07,2.97882505876726e-05,2.92061522329432e-05,"California"
"600","California",2020-06-11,4934,143377,0,138443,39512223,0.000124872751401509,0.0036286746002623,0.00350380184886079,"California"
"601","California",2020-04-21,1282,35465,0,34183,39512223,3.24456561201328e-05,0.000897570354368571,0.000865124698248438,"California"
"602","California",2020-07-01,6169,238681,0,232512,39512223,0.000156128902188065,0.00604068771326787,0.0058845588110798,"California"
"603","California",2020-05-19,3403,83752,0,80349,39512223,8.61252478758282e-05,0.00211964788718671,0.00203352263931088,"California"
"604","California",2020-04-09,544,19710,0,19166,39512223,1.37678915205556e-05,0.000498832981378952,0.000485065089858396,"California"
"605","California",2020-05-23,3738,92539,0,88801,39512223,9.46036369555821e-05,0.00234203476731745,0.00224743113036186,"California"
"606","California",2020-05-20,3497,85997,0,82500,39512223,8.8504258542983e-05,0.00217646574833312,0.00208796148979013,"California"
"607","California",2020-06-30,6082,231232,0,225150,39512223,0.000153927051889741,0.00585216377220791,0.00569823672031817,"California"
"608","California",2020-06-23,5626,191477,0,185851,39512223,0.000142386319291628,0.00484601942037025,0.00470363310107862,"California"
"609","California",2020-05-24,3754,94020,0,90266,39512223,9.50085749414808e-05,0.00237951683963719,0.00228450826469571,"California"
"610","California",2020-06-02,4305,117215,0,112910,39512223,0.000108953626830867,0.0029665503760697,0.00285759674923884,"California"
"611","California",2020-07-07,6573,284012,0,277439,39512223,0.000166353586332007,0.00718795295319122,0.00702159936685921,"California"
"612","California",2020-06-14,5099,152300,0,147201,39512223,0.00012904867438109,0.00385450345327318,0.00372545477889209,"California"
"613","California",2020-04-08,495,18897,0,18402,39512223,1.25277689387408e-05,0.000478257069970475,0.000465729301031734,"California"
"614","California",2020-07-15,7375,354885,0,347510,39512223,0.000186651102875179,0.0089816510703536,0.00879499996747842,"California"
"615","California",2020-05-21,3583,88031,0,84448,39512223,9.06808002171885e-05,0.00222794348979049,0.0021372626895733,"California"
"616","California",2020-03-11,3,177,2,172,39512223,7.59258723560049e-08,4.47962646900429e-06,4.35308334841095e-06,"California"
"617","California",2020-07-19,7715,386906,0,379191,39512223,0.000195256035075526,0.00979205852325747,0.00959680248818195,"California"
"618","California",2020-03-18,13,751,0,738,39512223,3.29012113542688e-07,1.90067767131199e-05,1.86777645995772e-05,"California"
"619","California",2020-04-18,1140,30491,0,29351,39512223,2.88518314952819e-05,0.000771685258002315,0.000742833426507033,"California"
"620","California",2020-04-13,714,23931,0,23217,39512223,1.80703576207292e-05,0.000605660683783851,0.000587590326163122,"California"
"621","California",2020-06-19,5426,170862,0,165436,39512223,0.000137324594467894,0.0043242821341639,0.00418695753969601,"California"
"622","California",2020-03-26,81,3899,0,3818,39512223,2.04999855361213e-06,9.86783254386877e-05,9.66283268850755e-05,"California"
"623","California",2020-06-03,4374,119348,0,114974,39512223,0.000110699921895055,0.00302053367131482,0.00290983374941977,"California"
"624","California",2020-03-02,0,21,2,19,39512223,0,5.31481106492034e-07,4.80863858254698e-07,"California"
"625","California",2020-06-10,4854,139715,0,134861,39512223,0.000122848061472016,0.00353599441873974,0.00341314635726772,"California"
"626","California",2020-03-05,1,51,2,48,39512223,2.53086241186683e-08,1.29073983005208e-06,1.21481395769608e-06,"California"
"627","California",2020-03-27,94,4657,0,4563,39512223,2.37901066715482e-06,0.000117862262520638,0.000115483251853483,"California"
"628","California",2020-05-02,2180,53347,0,51167,39512223,5.51728005786969e-05,0.0013501391708586,0.0012949663702799,"California"
"629","California",2020-05-05,2381,58456,0,56075,39512223,6.02598340265492e-05,0.00147944093148087,0.00141918109745432,"California"
"630","California",2020-06-22,5566,184765,0,179199,39512223,0.000140867801844508,0.00467614793528575,0.00453528013344124,"California"
"631","California",2020-06-05,4529,125738,0,121209,39512223,0.000114622758633449,0.00318225577943311,0.00306763302079967,"California"
"632","California",2020-04-07,432,17351,0,16919,39512223,1.09333256192647e-05,0.000439129937083014,0.000428196611463749,"California"
"633","California",2020-05-03,2216,54903,0,52687,39512223,5.60839110469689e-05,0.00138951938998725,0.00133343547894028,"California"
"634","California",2020-03-31,173,8210,0,8037,39512223,4.37839197252961e-06,0.000207783804014267,0.000203405412041737,"California"
"635","California",2020-06-09,4745,136641,0,131896,39512223,0.000120089421443081,0.00345819570819895,0.00333810628675587,"California"
"636","California",2020-03-23,39,2108,0,2069,39512223,9.87036340628063e-07,5.33505796421528e-05,5.23635433015247e-05,"California"
"637","California",2020-04-30,2031,50130,0,48099,39512223,5.14018155850153e-05,0.00126872132706884,0.00121731951148383,"California"
"638","California",2020-03-15,6,426,6,414,39512223,1.5185174471201e-07,1.07814738745527e-05,1.04777703851287e-05,"California"
"639","California",2020-03-29,124,5852,0,5728,39512223,3.13826939071487e-06,0.000148106068342447,0.000144967798951732,"California"
"640","California",2020-03-22,30,1646,0,1616,39512223,7.59258723560049e-07,4.1657995299328e-05,4.0898736575768e-05,"California"
"641","California",2020-05-12,2879,70978,0,68099,39512223,7.2863528837646e-05,0.00179635552269484,0.00172349199385719,"California"
"642","California",2020-05-11,2779,69329,0,66550,39512223,7.03326664257792e-05,0.00175462160152315,0.00168428893509737,"California"
"643","California",2020-06-04,4444,122168,0,117724,39512223,0.000112471525583362,0.00309190399132947,0.00297943246574611,"California"
"644","California",2020-05-13,2957,72798,0,69841,39512223,7.48376015189021e-05,0.00184241721859081,0.00176757961707191,"California"
"645","California",2020-04-17,1037,29157,0,28120,39512223,2.6245043211059e-05,0.000737923553428011,0.000711678510216952,"California"
"646","California",2020-04-29,1946,48747,0,46801,39512223,4.92505825349285e-05,0.00123371949991272,0.00118446891737779,"California"
"647","California",2020-04-10,583,21081,0,20498,39512223,1.47549278611836e-05,0.000533531105045646,0.000518776177184463,"California"
"648","California",2020-04-27,1779,44966,0,43187,39512223,4.50240423071109e-05,0.00113802759212004,0.00109300354981293,"California"
"649","California",2020-06-24,5725,195925,0,190200,39512223,0.000144891873079376,0.00495859218045008,0.00481370030737071,"California"
"650","California",2020-03-14,5,340,6,329,39512223,1.26543120593341e-07,8.60493220034722e-06,8.32653733504187e-06,"California"
"651","California",2020-05-31,4172,111951,0,107779,39512223,0.000105587579823084,0.00283332577870903,0.00272773819888595,"California"
"652","California",2020-07-03,6315,250514,0,244199,39512223,0.00015982396130939,0.00634016466246407,0.00618034070115468,"California"
"653","California",2020-06-29,5983,223646,0,217663,39512223,0.000151421498101992,0.00566017254964369,0.0055087510515417,"California"
"654","California",2020-04-22,1421,37344,0,35923,39512223,3.59635548726276e-05,0.000945125259087549,0.000909161704214921,"California"
"655","California",2020-05-14,3052,74871,0,71819,39512223,7.72419208101756e-05,0.00189488199638881,0.00181764007557864,"California"
"656","California",2020-04-20,1225,33686,0,32461,39512223,3.10030645453687e-05,0.00085254631206146,0.000821543247516091,"California"
"657","California",2020-07-13,7089,333357,0,326268,39512223,0.00017941283637724,0.00843680701032691,0.00825739417394967,"California"
"658","California",2020-05-27,3895,101050,0,97155,39512223,9.8577090942213e-05,0.00255743646719143,0.00245885937624922,"California"
"659","California",2020-05-09,2687,66558,0,63871,39512223,6.80042730068617e-05,0.00168449140409032,0.00161648713108346,"California"
"660","California",2020-06-25,5806,201112,0,195306,39512223,0.000146941871632988,0.00508986801375362,0.00494292614212063,"California"
"661","California",2020-04-19,1177,31431,0,30254,39512223,2.97882505876726e-05,0.000795475364673863,0.000765687114086191,"California"
"662","California",2020-06-27,5899,210584,0,204685,39512223,0.000149295573676024,0.00532959130140564,0.00518029572772962,"California"
"663","California",2020-04-03,265,12004,0,11739,39512223,6.7067853914471e-06,0.000303804723920494,0.000297097938529047,"California"
"664","California",2020-04-26,1725,43558,0,41833,39512223,4.36573766047028e-05,0.00110239304936095,0.00105873567275625,"California"
"665","California",2020-04-06,380,16019,0,15639,39512223,9.61727716509395e-06,0.000405418849756947,0.000395801572591853,"California"
"666","California",2020-07-16,7489,364706,0,357217,39512223,0.000189536286024707,0.00923020706782304,0.00904067078179833,"California"
"667","California",2020-06-15,5114,155726,0,150612,39512223,0.00012942830374287,0.00394121079950374,0.00381178249576087,"California"
"668","California",2020-05-26,3819,99387,0,95568,39512223,9.66536355091942e-05,0.00251534822528209,0.00241869458977289,"California"
"669","California",2020-05-10,2716,67600,0,64884,39512223,6.87382231063031e-05,0.00171086299042198,0.00164212476731567,"California"
"670","California",2020-03-19,18,952,0,934,39512223,4.55555234136029e-07,2.40938101609722e-05,2.36382549268362e-05,"California"
"671","California",2020-03-25,65,2998,0,2933,39512223,1.64506056771344e-06,7.58752551077675e-05,7.42301945400541e-05,"California"
"672","California",2020-03-09,1,104,2,101,39512223,2.53086241186683e-08,2.6320969083415e-06,2.5561710359855e-06,"California"
"673","California",2020-03-24,50,2538,0,2488,39512223,1.26543120593341e-06,6.42332880131801e-05,6.29678568072467e-05,"California"
"674","California",2020-05-06,2464,60616,0,58152,39512223,6.23604498283987e-05,0.0015341075595772,0.0014717471097488,"California"
"675","California",2020-03-10,2,144,2,140,39512223,5.06172482373366e-08,3.64444187308823e-06,3.54320737661356e-06,"California"
"676","California",2020-03-28,110,5095,0,4985,39512223,2.78394865305351e-06,0.000128947439884615,0.000126163491231561,"California"
"677","California",2020-03-06,1,59,2,56,39512223,2.53086241186683e-08,1.49320882300143e-06,1.41728295064542e-06,"California"
"678","California",2020-04-25,1689,42368,0,40679,39512223,4.27462661364307e-05,0.00107227578665974,0.00102952952052331,"California"
"679","California",2020-06-26,5868,206844,0,200976,39512223,0.000148511006328346,0.00523493704720182,0.00508642604087348,"California"
"680","Colorado",2020-04-01,69,2982,0,2913,5758736,1.19817960052345e-05,0.00051782196648709,0.000505840170481856,"Colorado"
"681","Colorado",2020-06-21,1647,30524,0,28877,5758736,0.000286000261168423,0.00530046871396779,0.00501446845279936,"Colorado"
"682","Colorado",2020-06-14,1598,29115,0,27517,5758736,0.000277491449512532,0.00505579696655655,0.00477830551704402,"Colorado"
"683","Colorado",2020-07-12,1725,36895,0,35170,5758736,0.000299544900130862,0.0064067878784511,0.00610724297832024,"Colorado"
"684","Colorado",2020-07-13,1727,37218,0,35491,5758736,0.000299892198565796,0.006462876575693,0.0061629843771272,"Colorado"
"685","Colorado",2020-06-01,1458,26563,0,25105,5758736,0.000253180559067129,0.00461264416358034,0.00435946360451321,"Colorado"
"686","Colorado",2020-06-29,1681,32494,0,30813,5758736,0.000291904334562307,0.0056425576723781,0.0053506533378158,"Colorado"
"687","Colorado",2020-07-08,1704,35099,0,33395,5758736,0.000295898266564052,0.00609491388388007,0.00579901561731602,"Colorado"
"688","Colorado",2020-04-15,328,7956,0,7628,5758736,5.69569433292306e-05,0.00138155317416878,0.00132459623083955,"Colorado"
"689","Colorado",2020-07-11,1725,36573,0,34848,5758736,0.000299544900130862,0.00635087283042668,0.00605132793029581,"Colorado"
"690","Colorado",2020-07-10,1724,36173,0,34449,5758736,0.000299371250913395,0.00628141314343981,0.00598204189252642,"Colorado"
"691","Colorado",2020-05-30,1443,26084,0,24641,5758736,0.000250575820805121,0.00452946618841357,0.00427889036760845,"Colorado"
"692","Colorado",2020-03-30,47,2311,0,2264,5758736,8.16151322095682e-06,0.000401303341566622,0.000393141828345665,"Colorado"
"693","Colorado",2020-05-02,832,16225,0,15393,5758736,0.000144476148932682,0.00281745855340477,0.00267298240447209,"Colorado"
"694","Colorado",2020-04-08,193,5655,0,5462,5758736,3.35142989711631e-05,0.000981986324776826,0.000948472025805663,"Colorado"
"695","Colorado",2020-06-07,1527,27987,0,26460,5758736,0.000265162355072363,0.00485992064925359,0.00459475829418122,"Colorado"
"696","Colorado",2020-03-23,7,704,0,697,5758736,1.21554452227016e-06,0.000122249049096885,0.000121033504574615,"Colorado"
"697","Colorado",2020-05-26,1352,24552,0,23200,5758736,0.000234773742015609,0.00426343558725387,0.00402866184523826,"Colorado"
"698","Colorado",2020-04-02,80,3342,0,3262,5758736,1.38919373973733e-05,0.00058033568477527,0.000566443747377897,"Colorado"
"699","Colorado",2020-03-24,8,723,0,715,5758736,1.38919373973733e-06,0.000125548384228761,0.000124159190489024,"Colorado"
"700","Colorado",2020-05-05,903,17367,0,16464,5758736,0.000156805243372851,0.00301576595975228,0.00285896071637943,"Colorado"
"701","Colorado",2020-04-25,684,12968,0,12284,5758736,0.000118776064747542,0.00225188305211421,0.00213310698736667,"Colorado"
"702","Colorado",2020-03-28,31,1740,0,1709,5758736,5.38312574148216e-06,0.00030214963839287,0.000296766512651387,"Colorado"
"703","Colorado",2020-04-16,355,8286,0,7931,5758736,6.16454722008441e-05,0.00143885741593294,0.0013772119437321,"Colorado"
"704","Colorado",2020-05-23,1327,23964,0,22637,5758736,0.00023043251157893,0.00416132984738318,0.00393089733580425,"Colorado"
"705","Colorado",2020-04-23,552,11278,0,10726,5758736,9.58543680418759e-05,0.0019584158745947,0.00186256150655283,"Colorado"
"706","Colorado",2020-05-15,1150,21232,0,20082,5758736,0.000199696600087241,0.00368692018526288,0.00348722358517564,"Colorado"
"707","Colorado",2020-07-04,1701,33849,0,32148,5758736,0.00029537731891165,0.00587785236204612,0.00558247504313447,"Colorado"
"708","Colorado",2020-05-21,1310,23191,0,21881,5758736,0.000227480474881988,0.00402709900228106,0.00379961852739907,"Colorado"
"709","Colorado",2020-05-31,1445,26364,0,24919,5758736,0.000250923119240055,0.00457808796930438,0.00432716485006432,"Colorado"
"710","Colorado",2020-05-01,821,15793,0,14972,5758736,0.000142566007540544,0.00274244209145896,0.00259987608391842,"Colorado"
"711","Colorado",2020-05-29,1436,25598,0,24162,5758736,0.000249360276282851,0.00444507266872453,0.00419571239244167,"Colorado"
"712","Colorado",2020-06-28,1676,32290,0,30614,5758736,0.000291036088474971,0.0056071332320148,0.00531609714353983,"Colorado"
"713","Colorado",2020-03-16,1,160,0,159,5758736,1.73649217467166e-07,2.77838747947466e-05,2.76102255772795e-05,"Colorado"
"714","Colorado",2020-07-06,1691,34240,0,32549,5758736,0.000293640826736978,0.00594574920607578,0.0056521083793388,"Colorado"
"715","Colorado",2020-03-22,6,591,0,585,5758736,1.041895304803e-06,0.000102626687523095,0.000101584792218292,"Colorado"
"716","Colorado",2020-07-03,1701,33595,0,31894,5758736,0.00029537731891165,0.00583374546080946,0.00553836814189781,"Colorado"
"717","Colorado",2020-06-22,1651,30689,0,29038,5758736,0.000286694858038292,0.00532912083484987,0.00504242597681158,"Colorado"
"718","Colorado",2020-04-29,766,14758,0,13992,5758736,0.000133015300579849,0.00256271515138044,0.00242969985080059,"Colorado"
"719","Colorado",2020-07-07,1696,34647,0,32951,5758736,0.000294509072824314,0.00601642443758491,0.0057219153647606,"Colorado"
"720","Colorado",2020-05-08,960,18827,0,17867,5758736,0.00016670324876848,0.00326929381725434,0.00310259056848586,"Colorado"
"721","Colorado",2020-03-13,0,49,0,49,5758736,0,8.50881165589115e-06,8.50881165589115e-06,"Colorado"
"722","Colorado",2020-07-15,1744,38137,0,36393,5758736,0.000302844235262738,0.00662246020654533,0.00631961597128259,"Colorado"
"723","Colorado",2020-03-11,0,34,0,34,5758736,0,5.90407339388366e-06,5.90407339388366e-06,"Colorado"
